ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy,buy_threshold,sell_threshold
SOVO,2,100.0,17.64,48.0,17.64,1.3597513739731724,33.21 # 2.07,33.21 # 2.07,17.64,17.64,,,,47.5,2,0,33.21,2.07,2022-02-24,30,70
VCTR,7,71.43,12.55,105.0,11.8,2.082043627119434,-13.45 # 34.55 # 24.0 # 6.8 # -10.02 # 34.2 # 11.8,34.55 # 24.0 # 6.8 # 34.2 # 11.8,22.27,24.0,-13.45 # -10.02,-11.73,-11.73,86.0,5,2,34.55,-13.45,2018-03-21,30,70
CPK,12,75.0,11.02,236.0,8.37,3.0270621366862245,-1.79 # 6.97 # -2.85 # 66.1 # 11.34 # 9.11 # 19.43 # 11.84 # 7.63 # 14.09 # 4.97 # -14.63,6.97 # 66.1 # 11.34 # 9.11 # 19.43 # 11.84 # 7.63 # 14.09 # 4.97,16.83,11.34,-1.79 # -2.85 # -14.63,-6.42,-2.85,144.0,9,3,66.1,-14.63,2006-02-07,30,70
AMK,5,60.0,4.97,185.0,10.64,1.2419076379000586,12.61 # -4.92 # -10.06 # 16.57 # 10.64,12.61 # 16.57 # 10.64,13.27,12.61,-4.92 # -10.06,-7.49,-7.49,126.0,3,2,16.57,-10.06,2019-08-13,30,70
BKU,15,66.67,3.41,167.0,6.75,1.4377875220416465,-4.52 # 11.4 # 6.64 # 8.5 # 0.9 # -3.97 # 6.75 # -10.46 # 13.83 # -30.68 # 22.28 # 12.25 # 11.68 # -12.14 # 18.7,11.4 # 6.64 # 8.5 # 0.9 # 6.75 # 13.83 # 22.28 # 12.25 # 11.68 # 18.7,11.29,11.54,-4.52 # -3.97 # -10.46 # -30.68 # -12.14,-12.36,-10.46,149.0,10,5,22.28,-30.68,2011-05-12,30,70
LVWR,3,66.67,3.98,181.0,0.3,1.0299447723529667,0.3 # -24.65 # 36.28,0.3 # 36.28,18.29,18.29,-24.65,-24.65,-24.65,146.0,2,1,36.28,-24.65,2021-03-04,30,70
HTH,15,86.67,6.28,210.0,6.71,2.4356116240874686,12.2 # 0.28 # 3.34 # -4.19 # 3.04 # 16.05 # 15.86 # 0.43 # 8.63 # 10.87 # 6.71 # 8.7 # 1.54 # -0.16 # 10.95,12.2 # 0.28 # 3.34 # 3.04 # 16.05 # 15.86 # 0.43 # 8.63 # 10.87 # 6.71 # 8.7 # 1.54 # 10.95,7.59,8.63,-4.19 # -0.16,-2.18,-2.18,168.0,13,2,16.05,-4.19,2006-02-08,30,70
CPE,17,70.59,4.78,221.0,8.75,0.18990504107003883,8.97 # 35.59 # -84.14 # 35.26 # 42.52 # 8.75 # 4.55 # -10.0 # -1.88 # 24.14 # 21.76 # 3.79 # -86.15 # 2.05 # 49.75 # 26.74 # -0.45,8.97 # 35.59 # 35.26 # 42.52 # 8.75 # 4.55 # 24.14 # 21.76 # 3.79 # 2.05 # 49.75 # 26.74,21.99,22.95,-84.14 # -10.0 # -1.88 # -86.15 # -0.45,-36.53,-10.0,153.0,12,5,49.75,-86.15,2006-06-14,30,70
ROAD,3,66.67,6.79,192.0,5.93,1.1521295254820694,5.93 # 32.1 # -17.67,5.93 # 32.1,19.02,19.02,-17.67,-17.67,-17.67,177.0,2,1,32.1,-17.67,2018-08-07,30,70
MIR,3,66.67,4.82,104.0,6.16,1.119257644174563,6.16 # -13.3 # 21.61,6.16 # 21.61,13.88,13.88,-13.3,-13.3,-13.3,70.0,2,1,21.61,-13.3,2020-10-28,30,70
BOOT,6,33.33,-18.79,205.0,-23.96,0.22074716530253985,-53.5 # -25.41 # 17.81 # -32.7 # -22.5 # 3.59,17.81 # 3.59,10.7,10.7,-53.5 # -25.41 # -32.7 # -22.5,-33.53,-29.06,167.5,2,4,17.81,-53.5,2015-08-07,30,70
OSCR,5,20.0,-12.22,119.0,-1.85,0.40325717847792086,-1.37 # -51.42 # -1.85 # -31.35 # 24.91,24.91,24.91,24.91,-1.37 # -51.42 # -1.85 # -31.35,-21.5,-16.6,89.0,1,4,24.91,-51.42,2021-03-24,30,70
PAX,3,66.67,7.41,90.0,5.14,1.2290773175200373,5.14 # -1.13 # 18.23,5.14 # 18.23,11.69,11.69,-1.13,-1.13,-1.13,68.0,2,1,18.23,-1.13,2021-03-25,30,70
FFBC,16,81.25,4.58,180.0,6.94,1.8387841992168175,1.82 # -18.82 # 18.1 # 14.06 # 5.97 # 10.21 # 13.67 # 6.36 # -0.93 # 7.52 # 1.6 # 9.05 # -25.07 # 2.82 # 10.51 # 16.39,1.82 # 18.1 # 14.06 # 5.97 # 10.21 # 13.67 # 6.36 # 7.52 # 1.6 # 9.05 # 2.82 # 10.51 # 16.39,9.08,9.05,-18.82 # -0.93 # -25.07,-14.94,-18.82,118.0,13,3,18.1,-25.07,2006-02-10,30,70
MTX,17,64.71,4.1,160.0,7.25,1.6461201772962748,9.99 # 10.58 # 29.53 # -32.82 # 6.19 # 4.64 # 7.25 # 21.18 # 14.42 # -4.91 # -6.19 # -0.98 # 11.33 # -20.71 # -2.39 # 7.58 # 14.96,9.99 # 10.58 # 29.53 # 6.19 # 4.64 # 7.25 # 21.18 # 14.42 # 11.33 # 7.58 # 14.96,12.51,10.58,-32.82 # -4.91 # -6.19 # -0.98 # -20.71 # -2.39,-11.33,-5.55,87.0,11,6,29.53,-32.82,2006-02-14,30,70
AMBP,2,0.0,-27.66,318.0,-27.66,0.5167746757341652,-35.76 # -19.56,,,,-35.76 # -19.56,-27.66,-27.66,317.5,0,2,-19.56,-35.76,2021-12-20,30,70
PAY,3,66.67,3.53,152.0,2.62,1.0960275840186675,15.47 # -7.51 # 2.62,15.47 # 2.62,9.05,9.05,-7.51,-7.51,-7.51,141.0,2,1,15.47,-7.51,2021-08-26,30,70
SMMT,9,66.67,25.89,108.0,15.73,0.9106763168610534,7.99 # 58.97 # 15.73 # -84.42 # 37.21 # -38.67 # -28.86 # 202.85 # 62.22,7.99 # 58.97 # 15.73 # 37.21 # 202.85 # 62.22,64.16,48.09,-84.42 # -38.67 # -28.86,-50.65,-38.67,109.0,6,3,202.85,-84.42,2015-11-05,30,70
DRVN,2,50.0,-12.65,351.0,-12.65,0.5888360830570488,29.08 # -54.38,29.08,29.08,29.08,-54.38,-54.38,-54.38,351.0,1,1,29.08,-54.38,2021-03-26,30,70
MWA,17,64.71,9.76,153.0,4.65,3.0538963176006315,4.65 # -3.36 # -27.01 # 104.44 # 6.65 # -27.7 # 18.01 # 29.78 # 9.87 # 3.46 # -4.74 # 25.0 # 1.0 # 23.34 # -6.88 # 11.73 # -2.33,4.65 # 104.44 # 6.65 # 18.01 # 29.78 # 9.87 # 3.46 # 25.0 # 1.0 # 23.34 # 11.73,21.63,11.73,-3.36 # -27.01 # -27.7 # -4.74 # -6.88 # -2.33,-12.0,-5.81,158.0,11,6,104.44,-27.7,2006-06-19,30,70
PATK,15,80.0,17.17,155.0,25.93,2.3199267104101597,24.74 # 32.82 # -85.36 # 56.02 # 48.11 # 23.16 # 58.21 # 27.82 # 26.8 # 12.4 # -25.38 # 22.51 # 25.93 # 34.3 # -24.59,24.74 # 32.82 # 56.02 # 48.11 # 23.16 # 58.21 # 27.82 # 26.8 # 12.4 # 22.51 # 25.93 # 34.3,32.73,27.31,-85.36 # -25.38 # -24.59,-45.11,-25.38,79.0,12,3,58.21,-85.36,2006-07-17,30,70
PI,6,66.67,2.2,127.0,8.3,0.8512885667468275,-52.14 # 5.34 # 29.78 # 11.26 # 26.53 # -7.56,5.34 # 29.78 # 11.26 # 26.53,18.23,18.89,-52.14 # -7.56,-29.85,-29.85,102.0,4,2,29.78,-52.14,2017-08-07,30,70
MCY,19,68.42,4.29,137.0,4.9,1.9888484627026393,8.79 # 4.9 # -2.78 # 28.59 # 16.26 # 9.52 # 13.39 # 0.52 # 5.24 # -0.98 # 12.64 # 10.34 # -7.45 # 12.02 # -7.62 # 3.85 # -4.89 # -24.04 # 3.2,8.79 # 4.9 # 28.59 # 16.26 # 9.52 # 13.39 # 0.52 # 5.24 # 12.64 # 10.34 # 12.02 # 3.85 # 3.2,9.94,9.52,-2.78 # -0.98 # -7.45 # -7.62 # -4.89 # -24.04,-7.96,-6.17,127.0,13,6,28.59,-24.04,2006-04-11,30,70
ROG,17,58.82,2.05,185.0,12.16,0.7670864677028395,20.39 # -29.8 # 17.75 # -32.73 # 22.1 # 28.14 # 12.16 # 22.09 # 15.84 # -26.17 # 18.73 # -5.73 # 2.6 # -4.02 # 46.68 # -48.94 # -24.25,20.39 # 17.75 # 22.1 # 28.14 # 12.16 # 22.09 # 15.84 # 18.73 # 2.6 # 46.68,20.65,19.56,-29.8 # -32.73 # -26.17 # -5.73 # -4.02 # -48.94 # -24.25,-24.52,-26.17,118.0,10,7,46.68,-48.94,2006-06-13,30,70
BLMN,10,60.0,4.8,164.0,6.75,1.4427676374187648,11.46 # 17.41 # -8.93 # -8.49 # 11.08 # 2.43 # 19.11 # -22.43 # -1.77 # 28.11,11.46 # 17.41 # 11.08 # 2.43 # 19.11 # 28.11,14.93,14.44,-8.93 # -8.49 # -22.43 # -1.77,-10.41,-8.71,95.0,6,4,28.11,-22.43,2013-08-28,30,70
ARRY,4,50.0,-4.66,94.0,-0.0,0.6449741767632411,-51.32 # -3.88 # 32.7 # 3.88,32.7 # 3.88,18.29,18.29,-51.32 # -3.88,-27.6,-27.6,107.5,2,2,32.7,-51.32,2021-03-09,30,70
SIMO,20,75.0,9.68,146.0,14.4,2.4357967007408123,22.45 # 17.94 # -6.48 # -76.51 # 22.07 # 30.0 # 19.29 # 14.53 # -5.28 # 51.19 # 11.25 # 6.89 # 16.72 # -17.8 # 6.6 # 9.03 # 31.13 # 32.4 # -6.0 # 14.27,22.45 # 17.94 # 22.07 # 30.0 # 19.29 # 14.53 # 51.19 # 11.25 # 6.89 # 16.72 # 6.6 # 9.03 # 31.13 # 32.4 # 14.27,20.38,17.94,-6.48 # -76.51 # -5.28 # -17.8 # -6.0,-22.42,-6.48,138.5,15,5,51.19,-76.51,2006-03-21,30,70
GTX,5,80.0,-2.34,208.0,12.38,0.5199142833786166,10.55 # -69.71 # 12.38 # 17.38 # 17.69,10.55 # 12.38 # 17.38 # 17.69,14.5,14.88,-69.71,-69.71,-69.71,97.0,4,1,17.69,-69.71,2018-10-22,30,70
VKTX,8,50.0,10.37,229.0,-0.68,0.5592177578849002,-78.7 # 1.61 # 133.04 # -6.79 # 26.26 # -31.76 # 42.26 # -2.97,1.61 # 133.04 # 26.26 # 42.26,50.8,34.26,-78.7 # -6.79 # -31.76 # -2.97,-30.05,-19.27,150.0,4,4,133.04,-78.7,2015-06-02,30,70
AMEH,19,68.42,71.67,146.0,24.6,461.13318330023674,750.0 # -36.36 # 0.0 # 60.0 # 53.66 # 200.0 # -9.52 # 59.09 # 135.2 # 26.09 # -0.61 # 11.18 # 63.92 # 6.14 # 26.29 # 16.05 # -17.56 # -6.43 # 24.6,750.0 # 0.0 # 60.0 # 53.66 # 200.0 # 59.09 # 135.2 # 26.09 # 11.18 # 63.92 # 6.14 # 26.29 # 16.05 # 24.6,102.3,39.97,-36.36 # -9.52 # -0.61 # -17.56 # -6.43,-14.1,-9.52,100.0,13,6,750.0,-36.36,2009-04-07,30,70
CRGY,2,100.0,35.87,138.0,35.87,1.8444104199216367,39.8 # 31.94,39.8 # 31.94,35.87,35.87,,,,138.5,2,0,39.8,31.94,2021-12-31,30,70
ARVN,5,60.0,-1.79,198.0,14.6,0.6110351641968059,24.5 # -26.22 # 35.24 # -57.08 # 14.6,24.5 # 35.24 # 14.6,24.78,24.5,-26.22 # -57.08,-41.65,-41.65,71.0,3,2,35.24,-57.08,2019-10-02,30,70
CWH,6,50.0,-4.51,222.0,1.9,0.4169778243245892,36.56 # -71.76 # 7.09 # 0.0 # 3.8 # -2.73,36.56 # 7.09 # 0.0 # 3.8,11.86,5.45,-71.76 # -2.73,-37.24,-37.24,157.0,3,3,36.56,-71.76,2017-05-30,30,70
VYX,18,55.56,-1.31,182.0,4.61,0.44683561466773064,4.08 # -47.82 # -40.81 # 0.0 # 36.85 # 14.68 # 10.51 # 16.31 # 13.08 # 15.72 # -3.27 # 7.24 # 27.98 # -12.2 # -8.71 # -25.84 # -36.52 # 5.13,4.08 # 0.0 # 36.85 # 14.68 # 10.51 # 16.31 # 13.08 # 15.72 # 7.24 # 27.98 # 5.13,13.78,13.08,-47.82 # -40.81 # -3.27 # -12.2 # -8.71 # -25.84 # -36.52,-25.03,-25.84,171.5,10,8,36.85,-47.82,2006-06-12,30,70
SNEX,20,85.0,10.05,122.0,11.74,4.48118151640163,12.93 # 20.43 # 30.69 # -53.49 # 11.47 # 2.0 # 14.83 # 4.92 # 12.68 # -3.97 # 5.05 # 17.06 # 6.82 # 10.79 # 10.76 # -12.07 # 12.0 # 35.88 # 46.41 # 15.8,12.93 # 20.43 # 30.69 # 11.47 # 2.0 # 14.83 # 4.92 # 12.68 # 5.05 # 17.06 # 6.82 # 10.79 # 10.76 # 12.0 # 35.88 # 46.41 # 15.8,15.91,12.68,-53.49 # -3.97 # -12.07,-23.17,-12.07,84.5,17,3,46.41,-53.49,2007-01-10,30,70
AIR,19,68.42,7.27,138.0,10.92,2.741164555240262,3.95 # 31.17 # -30.88 # 40.26 # 4.91 # -8.49 # -15.72 # 23.93 # 22.35 # 10.92 # 20.42 # -10.41 # 13.2 # 4.76 # -27.65 # 14.79 # 28.36 # 16.03 # -3.7,3.95 # 31.17 # 40.26 # 4.91 # 23.93 # 22.35 # 10.92 # 20.42 # 13.2 # 4.76 # 14.79 # 28.36 # 16.03,18.08,16.03,-30.88 # -8.49 # -15.72 # -10.41 # -27.65 # -3.7,-16.14,-13.06,129.0,13,6,40.26,-30.88,2006-05-19,30,70
OSIS,18,55.56,6.11,149.0,6.13,2.4177406070709972,8.17 # 4.09 # 8.8 # -5.78 # 22.46 # 29.43 # 41.87 # -5.17 # -1.8 # 8.91 # 12.07 # -17.53 # -15.45 # 19.5 # -13.86 # -0.04 # -0.64 # 14.95,8.17 # 4.09 # 8.8 # 22.46 # 29.43 # 41.87 # 8.91 # 12.07 # 19.5 # 14.95,17.03,13.51,-5.78 # -5.17 # -1.8 # -17.53 # -15.45 # -13.86 # -0.04 # -0.64,-7.53,-5.48,155.0,10,8,41.87,-17.53,2006-04-12,30,70
INTR,1,100.0,36.31,56.0,36.31,1.363057346120364,36.31,36.31,36.31,36.31,,,,56.0,1,0,36.31,36.31,2023-03-16,30,70
SSRM,17,70.59,14.58,173.0,16.06,4.465473592731817,63.61 # 58.87 # -45.11 # 53.16 # 11.38 # -39.42 # -21.46 # 42.98 # -17.24 # 8.3 # 42.95 # 16.06 # 18.59 # 38.21 # 24.46 # 15.44 # -22.97,63.61 # 58.87 # 53.16 # 11.38 # 42.98 # 8.3 # 42.95 # 16.06 # 18.59 # 38.21 # 24.46 # 15.44,32.83,31.33,-45.11 # -39.42 # -21.46 # -17.24 # -22.97,-29.24,-22.97,109.0,12,5,63.61,-45.11,2006-06-14,30,70
EXTR,19,68.42,5.48,131.0,7.91,1.7502209869861136,2.49 # 5.99 # 22.19 # 24.82 # -6.97 # 28.84 # 15.75 # 9.85 # -7.91 # -29.78 # 4.94 # 22.26 # -37.19 # 7.91 # -18.37 # 23.38 # 35.8 # 31.83 # -31.62,2.49 # 5.99 # 22.19 # 24.82 # 28.84 # 15.75 # 9.85 # 4.94 # 22.26 # 7.91 # 23.38 # 35.8 # 31.83,18.16,22.19,-6.97 # -7.91 # -29.78 # -37.19 # -18.37 # -31.62,-21.97,-24.07,107.0,13,6,35.8,-37.19,2006-06-14,30,70
PTON,4,50.0,-9.67,215.0,-9.99,0.1606445744898497,68.13 # 19.22 # -86.82 # -39.21,68.13 # 19.22,43.67,43.67,-86.82 # -39.21,-63.01,-63.01,206.5,2,2,68.13,-86.82,2020-03-13,30,70
PARR,11,72.73,4.96,153.0,7.95,1.1309012383951926,7.95 # -14.41 # 2.76 # -15.73 # 17.39 # 7.55 # 10.54 # -53.94 # 24.21 # 50.99 # 17.23,7.95 # 2.76 # 17.39 # 7.55 # 10.54 # 24.21 # 50.99 # 17.23,17.33,13.89,-14.41 # -15.73 # -53.94,-28.03,-15.73,63.0,8,3,50.99,-53.94,2013-08-23,30,70
IBTX,7,28.57,-7.05,202.0,-9.89,0.5429913124571426,9.84 # -6.55 # -9.89 # 20.3 # -17.41 # -16.01 # -29.65,9.84 # 20.3,15.07,15.07,-6.55 # -9.89 # -17.41 # -16.01 # -29.65,-15.9,-16.01,160.0,2,5,20.3,-29.65,2014-04-30,30,70
ARDX,11,72.73,22.5,145.0,25.79,6.533510191667507,50.79 # 0.87 # 17.72 # -16.99 # -21.79 # 25.79 # 27.16 # -10.94 # 72.26 # 51.35 # 51.33,50.79 # 0.87 # 17.72 # 25.79 # 27.16 # 72.26 # 51.35 # 51.33,37.16,38.98,-16.99 # -21.79 # -10.94,-16.58,-16.99,120.0,8,3,72.26,-21.79,2014-08-07,30,70
TOWN,12,66.67,8.89,255.0,11.05,2.327002421961162,3.35 # 9.68 # 62.6 # -21.36 # 14.12 # 13.4 # 12.52 # 17.1 # 12.41 # -5.97 # -4.01 # -7.21,3.35 # 9.68 # 62.6 # 14.12 # 13.4 # 12.52 # 17.1 # 12.41,18.15,12.96,-21.36 # -5.97 # -4.01 # -7.21,-9.64,-6.59,211.0,8,4,62.6,-21.36,2006-06-30,30,70
TWST,4,75.0,19.26,135.0,14.41,1.3775508945309352,25.83 # 93.2 # -44.98 # 2.99,25.83 # 93.2 # 2.99,40.67,25.83,-44.98,-44.98,-44.98,116.5,3,1,93.2,-44.98,2019-09-30,30,70
BEAM,4,50.0,33.98,171.0,40.22,2.1904308801755112,90.2 # 85.12 # -34.74 # -4.67,90.2 # 85.12,87.66,87.66,-34.74 # -4.67,-19.71,-19.71,168.5,2,2,90.2,-34.74,2020-03-17,30,70
FRME,10,60.0,-2.02,268.0,8.52,0.5141714557437307,9.61 # -63.62 # 26.02 # 14.82 # 7.42 # -10.35 # -10.6 # 12.92 # 10.95 # -17.39,9.61 # 26.02 # 14.82 # 7.42 # 12.92 # 10.95,13.62,11.93,-63.62 # -10.35 # -10.6 # -17.39,-25.49,-13.99,199.0,6,4,26.02,-63.62,2007-02-28,30,70
UDMY,3,33.33,0.47,130.0,-6.74,0.9051273823873379,-29.49 # -6.74 # 37.64,37.64,37.64,37.64,-29.49 # -6.74,-18.11,-18.11,171.0,1,2,37.64,-29.49,2021-12-06,30,70
PLUG,17,52.94,-7.18,222.0,1.88,0.027053614329809912,-17.36 # -55.95 # 2.86 # 26.19 # -56.67 # -85.56 # 40.0 # -1.98 # 28.57 # -27.47 # 1.88 # 3.12 # 22.55 # 82.31 # 2.59 # -28.89 # -58.25,2.86 # 26.19 # 40.0 # 28.57 # 1.88 # 3.12 # 22.55 # 82.31 # 2.59,23.34,22.55,-17.36 # -55.95 # -56.67 # -85.56 # -1.98 # -27.47 # -28.89 # -58.25,-41.52,-42.42,182.0,9,8,82.31,-85.56,2006-07-17,30,70
SIX,16,87.5,6.37,115.0,11.2,1.9482691200192093,0.43 # 11.74 # 19.88 # 13.5 # 10.65 # 17.75 # 6.35 # 18.63 # 20.66 # 5.66 # 5.05 # 14.09 # 1.03 # -45.97 # -29.47 # 31.97,0.43 # 11.74 # 19.88 # 13.5 # 10.65 # 17.75 # 6.35 # 18.63 # 20.66 # 5.66 # 5.05 # 14.09 # 1.03 # 31.97,12.67,12.62,-45.97 # -29.47,-37.72,-37.72,80.0,14,2,31.97,-45.97,2010-06-02,30,70
PLUS,18,77.78,13.1,146.0,14.58,7.975479026263561,-13.86 # -7.84 # 19.11 # -0.42 # 35.0 # 30.3 # 23.42 # 30.39 # 11.72 # 19.76 # 14.53 # -13.14 # 12.31 # 18.11 # 14.63 # 12.4 # 16.52 # 12.88,19.11 # 35.0 # 30.3 # 23.42 # 30.39 # 11.72 # 19.76 # 14.53 # 12.31 # 18.11 # 14.63 # 12.4 # 16.52 # 12.88,19.36,17.31,-13.86 # -7.84 # -0.42 # -13.14,-8.82,-10.49,130.5,14,4,35.0,-13.86,2006-03-28,30,70
NPWR,2,50.0,-5.05,141.0,-5.05,0.8976719441251219,1.23 # -11.32,1.23,1.23,1.23,-11.32,-11.32,-11.32,141.0,1,1,1.23,-11.32,2022-01-25,30,70
TBBK,14,57.14,1.48,180.0,6.27,0.38454901344560066,31.22 # -81.75 # -2.53 # -2.37 # 10.17 # -31.88 # -19.56 # 18.32 # -9.23 # 36.0 # 17.82 # 20.95 # 2.37 # 31.18,31.22 # 10.17 # 18.32 # 36.0 # 17.82 # 20.95 # 2.37 # 31.18,21.0,19.64,-81.75 # -2.53 # -2.37 # -31.88 # -19.56 # -9.23,-24.55,-14.4,108.5,8,6,36.0,-81.75,2006-11-02,30,70
ZETA,3,66.67,7.36,145.0,6.91,1.2307239799727068,6.91 # -0.27 # 15.43,6.91 # 15.43,11.17,11.17,-0.27,-0.27,-0.27,97.0,2,1,15.43,-0.27,2021-07-08,30,70
GVA,22,81.82,11.3,157.0,13.38,9.35026591753091,19.33 # -10.68 # 12.58 # 11.09 # 0.72 # 13.74 # 26.57 # 8.6 # 18.72 # 19.06 # 3.35 # 13.03 # 22.09 # 22.73 # 23.73 # -4.14 # 19.73 # -0.96 # -12.27 # 0.44 # 23.0 # 18.11,19.33 # 12.58 # 11.09 # 0.72 # 13.74 # 26.57 # 8.6 # 18.72 # 19.06 # 3.35 # 13.03 # 22.09 # 22.73 # 23.73 # 19.73 # 0.44 # 23.0 # 18.11,15.37,18.42,-10.68 # -4.14 # -0.96 # -12.27,-7.01,-7.41,114.5,18,4,26.57,-12.27,2006-05-22,30,70
PTCT,13,76.92,19.76,151.0,17.63,3.1276768209853376,50.51 # 96.14 # 12.23 # -71.15 # 91.63 # 19.03 # 8.07 # 16.86 # 37.59 # -8.09 # 25.66 # 17.63 # -39.24,50.51 # 96.14 # 12.23 # 91.63 # 19.03 # 8.07 # 16.86 # 37.59 # 25.66 # 17.63,37.54,22.35,-71.15 # -8.09 # -39.24,-39.49,-39.24,83.0,10,3,96.14,-71.15,2013-11-18,30,70
EXPI,10,70.0,19.83,102.0,28.02,4.471919388045615,58.31 # 38.4 # -8.05 # 22.07 # 9.87 # 45.48 # -34.9 # 40.04 # 33.97 # -6.85,58.31 # 38.4 # 22.07 # 9.87 # 45.48 # 40.04 # 33.97,35.45,38.4,-8.05 # -34.9 # -6.85,-16.6,-8.05,83.5,7,3,58.31,-34.9,2018-03-21,30,70
PRK,12,66.67,2.56,246.0,6.09,1.1992424139596443,-30.79 # 12.71 # 6.51 # 6.28 # 3.4 # 25.13 # 5.9 # -0.4 # 15.66 # -9.05 # 6.44 # -11.12,12.71 # 6.51 # 6.28 # 3.4 # 25.13 # 5.9 # 15.66 # 6.44,10.25,6.48,-30.79 # -0.4 # -9.05 # -11.12,-12.84,-10.08,155.0,8,4,25.13,-30.79,2007-02-28,30,70
LAUR,8,75.0,16.63,93.0,23.57,3.0729003832115214,21.58 # -6.93 # 19.4 # 34.18 # -19.11 # 25.55 # 28.96 # 29.42,21.58 # 19.4 # 34.18 # 25.55 # 28.96 # 29.42,26.51,27.25,-6.93 # -19.11,-13.02,-13.02,80.5,6,2,34.18,-19.11,2017-03-03,30,70
SONO,6,66.67,11.13,156.0,23.35,1.4461665985531238,39.22 # 36.86 # 25.49 # 21.2 # -41.98 # -13.99,39.22 # 36.86 # 25.49 # 21.2,30.69,31.18,-41.98 # -13.99,-27.98,-27.98,99.5,4,2,39.22,-41.98,2018-12-24,30,70
SDGR,3,66.67,-0.66,287.0,14.93,0.5876728956436106,48.71 # -65.62 # 14.93,48.71 # 14.93,31.82,31.82,-65.62,-65.62,-65.62,100.0,2,1,48.71,-65.62,2020-09-08,30,70
SJW,14,85.71,10.76,169.0,8.92,3.825729824853265,43.34 # 2.12 # -13.55 # 19.88 # 6.77 # 20.01 # 4.06 # 7.52 # 10.22 # 13.28 # 10.49 # 7.61 # 20.46 # -1.62,43.34 # 2.12 # 19.88 # 6.77 # 20.01 # 4.06 # 7.52 # 10.22 # 13.28 # 10.49 # 7.61 # 20.46,13.81,10.35,-13.55 # -1.62,-7.59,-7.59,106.0,12,2,43.34,-13.55,2006-05-25,30,70
ATEC,17,41.18,-4.48,155.0,-0.66,0.2994186219020748,-0.91 # 12.72 # -43.87 # 9.8 # -26.32 # 5.56 # 1.22 # -49.41 # -0.66 # -0.96 # 15.0 # 18.33 # -18.6 # 16.12 # -6.31 # -0.66 # -7.29,12.72 # 9.8 # 5.56 # 1.22 # 15.0 # 18.33 # 16.12,11.25,12.72,-0.91 # -43.87 # -26.32 # -49.41 # -0.66 # -0.96 # -18.6 # -6.31 # -0.66 # -7.29,-15.5,-6.8,130.0,7,10,18.33,-49.41,2006-07-03,30,70
NAVI,12,66.67,5.49,108.0,9.4,1.652440428484742,9.51 # -17.71 # 18.23 # 26.74 # 9.29 # 13.0 # 18.32 # -8.88 # 20.52 # -23.06 # -8.86 # 8.75,9.51 # 18.23 # 26.74 # 9.29 # 13.0 # 18.32 # 20.52 # 8.75,15.54,15.61,-17.71 # -8.88 # -23.06 # -8.86,-14.63,-13.29,74.5,8,4,26.74,-23.06,2014-05-13,30,70
TGLS,12,58.33,7.95,123.0,1.0,1.8465484924951352,0.5 # 1.5 # 6.34 # 20.56 # -2.83 # -15.16 # 17.47 # -9.79 # -28.96 # 77.97 # 27.89 # -0.02,0.5 # 1.5 # 6.34 # 20.56 # 17.47 # 77.97 # 27.89,21.75,17.47,-2.83 # -15.16 # -9.79 # -28.96 # -0.02,-11.35,-9.79,112.0,7,5,77.97,-28.96,2013-05-01,30,70
SKYW,15,60.0,5.62,195.0,2.58,1.4688523504530953,10.9 # -25.79 # 70.28 # 2.11 # 23.05 # 30.09 # -26.11 # 27.34 # -17.47 # 5.71 # 31.14 # 2.58 # -21.15 # -15.0 # -13.35,10.9 # 70.28 # 2.11 # 23.05 # 30.09 # 27.34 # 5.71 # 31.14 # 2.58,22.58,23.05,-25.79 # -26.11 # -17.47 # -21.15 # -15.0 # -13.35,-19.81,-19.31,163.0,9,6,70.28,-26.11,2006-04-28,30,70
TRN,18,66.67,5.68,145.0,9.74,1.6692190551906623,3.84 # -16.02 # -50.75 # 17.39 # 27.71 # 31.42 # -6.47 # 26.36 # -23.45 # -24.37 # 26.29 # 9.22 # 14.03 # 10.26 # 28.49 # -1.7 # 7.37 # 22.58,3.84 # 17.39 # 27.71 # 31.42 # 26.36 # 26.29 # 9.22 # 14.03 # 10.26 # 28.49 # 7.37 # 22.58,18.75,19.98,-16.02 # -50.75 # -6.47 # -23.45 # -24.37 # -1.7,-20.46,-19.73,108.5,12,6,31.42,-50.75,2006-06-07,30,70
JBI,5,80.0,11.64,139.0,18.42,1.6636917847769697,5.1 # -12.35 # 21.93 # 18.42 # 25.08,5.1 # 21.93 # 18.42 # 25.08,17.63,20.17,-12.35,-12.35,-12.35,121.0,4,1,25.08,-12.35,2020-03-16,30,70
LZ,2,0.0,-31.06,369.0,-31.06,0.39832143935715986,-58.8 # -3.32,,,,-58.8 # -3.32,-31.06,-31.06,369.0,0,2,-3.32,-58.8,2021-09-24,30,70
UPWK,6,66.67,-1.87,186.0,17.96,0.4240289501168356,17.49 # -52.58 # 45.99 # -64.47 # 23.89 # 18.44,17.49 # 45.99 # 23.89 # 18.44,26.45,21.16,-52.58 # -64.47,-58.52,-58.52,91.0,4,2,45.99,-64.47,2018-10-24,30,70
