ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy,buy_threshold,sell_threshold
PEBK,13,69.23,-4.64,244.0,3.89,0.3189870241049584,-62.83 # 18.68 # -6.5 # 4.88 # 13.11 # 3.91 # 12.76 # 11.79 # -35.43 # 3.89 # 3.73 # 0.59 # -28.9,18.68 # 4.88 # 13.11 # 3.91 # 12.76 # 11.79 # 3.89 # 3.73 # 0.59,8.15,4.88,-62.83 # -6.5 # -35.43 # -28.9,-33.41,-32.16,177.0,9,4,18.68,-62.83,2007-03-02,30,70
OPTX,3,33.33,-16.29,63.0,-3.12,0.5100392431801525,-3.12 # 3.3 # -49.04,3.3,3.3,3.3,-3.12 # -49.04,-26.08,-26.08,66.0,1,2,3.3,-49.04,2022-12-13,30,70
MNSB,19,68.42,-1.36,141.0,2.26,0.5973768773794828,-2.59 # -18.58 # -15.51 # -37.34 # 25.23 # 10.83 # 9.91 # 2.8 # 1.0 # 3.9 # 17.07 # 2.26 # 1.12 # 1.99 # 6.73 # -27.41 # 3.46 # 9.37 # -20.12,25.23 # 10.83 # 9.91 # 2.8 # 1.0 # 3.9 # 17.07 # 2.26 # 1.12 # 1.99 # 6.73 # 3.46 # 9.37,7.36,3.9,-2.59 # -18.58 # -15.51 # -37.34 # -27.41 # -20.12,-20.26,-19.35,126.0,13,6,25.23,-37.34,2006-06-05,30,70
TELA,6,66.67,10.28,117.0,20.01,1.4854711250396795,21.94 # 30.25 # -31.54 # 40.8 # 18.09 # -17.84,21.94 # 30.25 # 40.8 # 18.09,27.77,26.1,-31.54 # -17.84,-24.69,-24.69,80.5,4,2,40.8,-31.54,2020-03-10,30,70
OPBK,19,52.63,8.0,150.0,2.35,0.33666682924028735,-2.14 # -19.66 # 0.0 # -85.29 # -58.82 # 207.69 # 42.86 # 41.84 # 10.56 # 42.86 # -20.39 # 4.63 # 4.31 # 4.83 # -11.99 # -10.72 # 2.35 # -10.39 # 9.42,0.0 # 207.69 # 42.86 # 41.84 # 10.56 # 42.86 # 4.63 # 4.31 # 4.83 # 2.35 # 9.42,33.76,9.42,-2.14 # -19.66 # -85.29 # -58.82 # -20.39 # -11.99 # -10.72 # -10.39,-27.43,-15.82,126.0,10,9,207.69,-85.29,2006-06-01,30,70
PEPG,2,50.0,23.36,132.0,23.36,1.1611412531890473,83.42 # -36.69,83.42,83.42,83.42,-36.69,-36.69,-36.69,131.5,1,1,83.42,-36.69,2022-09-15,30,70
LCW,1,100.0,1.32,34.0,1.32,1.0131712376847262,1.32,1.32,1.32,1.32,,,,34.0,1,0,1.32,1.32,2022-09-30,30,70
ISTR,8,50.0,-3.94,203.0,-2.5,0.6588894703442089,7.4 # 11.31 # -10.71 # -11.39 # -8.44 # 3.44 # -33.18 # 10.06,7.4 # 11.31 # 3.44 # 10.06,8.05,8.73,-10.71 # -11.39 # -8.44 # -33.18,-15.93,-11.05,136.0,4,4,11.31,-33.18,2014-09-22,30,70
FNGR,8,25.0,-9.28,129.0,-5.53,0.27176597238209477,41.18 # -18.12 # -2.42 # -35.29 # 15.23 # -63.78 # -4.12 # -6.95,41.18 # 15.23,28.2,28.2,-18.12 # -2.42 # -35.29 # -63.78 # -4.12 # -6.95,-21.78,-12.53,122.0,2,6,41.18,-63.78,2017-08-29,30,70
ZOM,6,33.33,-19.24,263.0,-25.88,0.05869569583779399,30.84 # -85.71 # -50.0 # -56.8 # 48.0 # -1.77,30.84 # 48.0,39.42,39.42,-85.71 # -50.0 # -56.8 # -1.77,-48.57,-53.4,284.5,2,4,48.0,-85.71,2017-12-22,30,70
EVBN,16,62.5,0.86,166.0,4.9,0.9236068774740536,11.39 # -23.42 # 0.0 # 17.47 # -5.57 # 4.77 # 7.35 # 2.45 # 9.39 # 18.24 # 10.86 # -11.95 # -27.8 # 5.03 # -28.86 # 24.35,11.39 # 0.0 # 17.47 # 4.77 # 7.35 # 2.45 # 9.39 # 18.24 # 10.86 # 5.03 # 24.35,10.12,9.39,-23.42 # -5.57 # -11.95 # -27.8 # -28.86,-19.52,-23.42,122.0,10,6,24.35,-28.86,2006-02-09,30,70
ORN,17,52.94,-3.7,178.0,0.64,0.2659497857094464,17.6 # -9.38 # -22.94 # -32.6 # 24.21 # 30.12 # 3.91 # 17.06 # 0.64 # -55.26 # -6.92 # 24.76 # -28.33 # 4.64 # -26.98 # -35.29 # 31.93,17.6 # 24.21 # 30.12 # 3.91 # 17.06 # 0.64 # 24.76 # 4.64 # 31.93,17.21,17.6,-9.38 # -22.94 # -32.6 # -55.26 # -6.92 # -28.33 # -26.98 # -35.29,-27.21,-27.66,127.0,9,8,31.93,-55.26,2008-01-14,30,70
CGEN,20,75.0,16.37,151.0,23.59,1.235628577699241,-47.05 # 29.0 # -53.41 # 40.12 # 52.37 # 10.24 # -18.67 # 31.01 # 6.19 # 16.59 # 31.29 # 2.48 # -15.28 # 48.15 # 54.9 # 18.18 # 50.83 # 30.93 # -91.12 # 130.68,29.0 # 40.12 # 52.37 # 10.24 # 31.01 # 6.19 # 16.59 # 31.29 # 2.48 # 48.15 # 54.9 # 18.18 # 50.83 # 30.93 # 130.68,36.86,31.01,-47.05 # -53.41 # -18.67 # -15.28 # -91.12,-45.1,-47.05,82.5,15,5,130.68,-91.12,2006-02-07,30,70
GRPH,2,50.0,-38.34,236.0,-38.34,0.21953665183892712,-78.42 # 1.75,1.75,1.75,1.75,-78.42,-78.42,-78.42,235.5,1,1,1.75,-78.42,2021-08-23,30,70
MNMD,5,40.0,129.81,297.0,-42.25,0.24024711740442178,-91.23 # 822.5 # -55.51 # -42.25 # 15.56,822.5 # 15.56,419.03,419.03,-91.23 # -55.51 # -42.25,-63.0,-55.51,118.0,2,3,822.5,-91.23,2017-05-01,30,70
MNTX,15,60.0,4.22,189.0,1.57,0.6758395033727039,-1.35 # 34.84 # 1.57 # -67.08 # 41.41 # -4.71 # 31.07 # -52.13 # 13.43 # 24.85 # -20.23 # 0.46 # 55.0 # -17.26 # 23.47,34.84 # 1.57 # 41.41 # 31.07 # 13.43 # 24.85 # 0.46 # 55.0 # 23.47,25.12,24.85,-1.35 # -67.08 # -4.71 # -52.13 # -20.23 # -17.26,-27.13,-18.75,132.0,9,6,55.0,-67.08,2006-02-07,30,70
HYZN,2,0.0,-52.48,402.0,-52.48,0.12878134911250155,-83.63 # -21.34,,,,-83.63 # -21.34,-52.48,-52.48,402.5,0,2,-21.34,-83.63,2021-07-20,30,70
BATL,4,50.0,14.77,176.0,16.86,1.183393414162471,-12.75 # 46.48 # -45.95 # 71.3,46.48 # 71.3,58.89,58.89,-12.75 # -45.95,-29.35,-29.35,107.5,2,2,71.3,-45.95,2020-03-02,30,70
SPWH,8,50.0,2.54,226.0,0.01,0.5716708860034933,-2.66 # -3.87 # -31.06 # 9.07 # 49.5 # 2.69 # 64.45 # -67.81,9.07 # 49.5 # 2.69 # 64.45,31.43,29.29,-2.66 # -3.87 # -31.06 # -67.81,-26.35,-17.47,179.0,4,4,64.45,-67.81,2014-05-21,30,70
SKYX,3,33.33,14.77,101.0,-36.09,0.8362387366520355,-40.86 # 121.25 # -36.09,121.25,121.25,121.25,-40.86 # -36.09,-38.48,-38.48,70.0,1,2,121.25,-40.86,2022-05-10,30,70
HHLA,1,100.0,1.15,23.0,1.15,1.011527366697216,1.15,1.15,1.15,1.15,,,,23.0,1,0,1.15,1.15,2023-07-10,30,70
SLDB,7,42.86,-8.6,210.0,-21.99,0.160014553880944,99.68 # -70.82 # 15.12 # -60.16 # 4.48 # -26.53 # -21.99,99.68 # 15.12 # 4.48,39.76,15.12,-70.82 # -60.16 # -26.53 # -21.99,-44.88,-43.34,229.0,3,4,99.68,-70.82,2018-03-16,30,70
IH,2,50.0,-31.48,312.0,-31.48,0.24626855127979347,-78.73 # 15.77,15.77,15.77,15.77,-78.73,-78.73,-78.73,312.5,1,1,15.77,-78.73,2021-03-08,30,70
HURC,17,70.59,4.16,195.0,5.39,1.4275655258089923,15.48 # 10.68 # 11.11 # -52.99 # 16.86 # 32.64 # 2.88 # 1.2 # 7.05 # 5.39 # 1.45 # 26.61 # -3.08 # -1.47 # 11.52 # -5.53 # -9.12,15.48 # 10.68 # 11.11 # 16.86 # 32.64 # 2.88 # 1.2 # 7.05 # 5.39 # 1.45 # 26.61 # 11.52,11.91,10.9,-52.99 # -3.08 # -1.47 # -5.53 # -9.12,-14.44,-5.53,165.0,12,5,32.64,-52.99,2006-02-24,30,70
FREE,5,80.0,0.86,153.0,10.94,0.6863856038225249,3.13 # 10.94 # -62.31 # 20.91 # 31.64,3.13 # 10.94 # 20.91 # 31.64,16.66,15.93,-62.31,-62.31,-62.31,75.0,4,1,31.64,-62.31,2020-03-17,30,70
MCRB,9,33.33,-7.69,190.0,-22.97,0.12727491825304757,39.63 # 48.62 # -49.22 # -22.97 # -33.03 # 78.04 # -56.72 # -5.82 # -67.74,39.63 # 48.62 # 78.04,55.43,48.62,-49.22 # -22.97 # -33.03 # -56.72 # -5.82 # -67.74,-39.25,-41.12,149.0,3,6,78.04,-67.74,2015-07-28,30,70
AMTX,15,53.33,6.44,187.0,2.76,0.25304330514329293,-20.0 # -88.33 # 36.36 # 102.78 # 66.15 # -53.2 # 18.64 # 16.19 # 11.9 # 74.71 # -16.67 # 2.76 # -15.93 # -19.59 # -19.18,36.36 # 102.78 # 66.15 # 18.64 # 16.19 # 11.9 # 74.71 # 2.76,41.19,27.5,-20.0 # -88.33 # -53.2 # -16.67 # -15.93 # -19.59 # -19.18,-33.27,-19.59,164.0,8,7,102.78,-88.33,2007-11-16,30,70
CMT,14,50.0,-4.54,150.0,1.48,0.2149532261122116,26.38 # -65.43 # 19.72 # 27.15 # -7.44 # 5.97 # -8.48 # 31.4 # -42.68 # 9.4 # -50.83 # -19.37 # 13.65 # -3.01,26.38 # 19.72 # 27.15 # 5.97 # 31.4 # 9.4 # 13.65,19.1,19.72,-65.43 # -7.44 # -8.48 # -42.68 # -50.83 # -19.37 # -3.01,-28.18,-19.37,128.5,7,7,31.4,-65.43,2006-03-22,30,70
ACU,10,60.0,0.02,316.0,8.28,0.7933348671210751,11.09 # -33.21 # 14.98 # 12.77 # 13.7 # 5.48 # -4.18 # -19.27 # 30.89 # -32.1,11.09 # 14.98 # 12.77 # 13.7 # 5.48 # 30.89,14.82,13.24,-33.21 # -4.18 # -19.27 # -32.1,-22.19,-25.68,326.0,6,4,30.89,-33.21,2006-09-01,30,70
SPIR,2,50.0,-12.78,388.0,-12.78,0.2650053626532809,57.63 # -83.19,57.63,57.63,57.63,-83.19,-83.19,-83.19,388.0,1,1,57.63,-83.19,2021-08-11,30,70
BDTX,6,66.67,-2.4,141.0,7.67,0.18675950006621433,31.82 # -89.93 # -15.49 # 43.87 # 12.62 # 2.72,31.82 # 43.87 # 12.62 # 2.72,22.76,22.22,-89.93 # -15.49,-52.71,-52.71,65.5,4,2,43.87,-89.93,2020-02-28,30,70
OCGN,6,33.33,-47.19,376.0,-77.95,0.0008425923613216858,-73.05 # 20.71 # 30.48 # -90.02 # -88.4 # -82.86,20.71 # 30.48,25.6,25.6,-73.05 # -90.02 # -88.4 # -82.86,-83.58,-85.63,311.5,2,4,30.48,-90.02,2014-12-24,30,70
PETS,15,66.67,3.07,190.0,6.55,0.584314668509818,-10.36 # 1.33 # 9.69 # -12.86 # -30.94 # 25.44 # 2.08 # 11.04 # 6.55 # 19.09 # 12.97 # -45.14 # 72.34 # 51.42 # -66.61,1.33 # 9.69 # 25.44 # 2.08 # 11.04 # 6.55 # 19.09 # 12.97 # 72.34 # 51.42,21.2,12.01,-10.36 # -12.86 # -30.94 # -45.14 # -66.61,-33.18,-30.94,134.0,10,5,72.34,-66.61,2006-05-02,30,70
BIRD,3,66.67,-2.76,214.0,29.46,0.3053715709357446,-83.86 # 29.46 # 46.11,29.46 # 46.11,37.79,37.79,-83.86,-83.86,-83.86,129.0,2,1,46.11,-83.86,2021-11-24,30,70
EML,20,80.0,6.09,124.0,8.39,2.948911430913327,10.8 # 8.49 # -5.47 # 23.72 # -20.06 # 0.84 # 2.39 # -1.05 # 0.57 # 11.48 # 8.3 # 14.76 # 14.03 # -11.73 # 5.59 # 1.17 # 12.02 # 14.46 # 19.87 # 11.52,10.8 # 8.49 # 23.72 # 0.84 # 2.39 # 0.57 # 11.48 # 8.3 # 14.76 # 14.03 # 5.59 # 1.17 # 12.02 # 14.46 # 19.87 # 11.52,10.0,11.14,-5.47 # -20.06 # -1.05 # -11.73,-9.58,-8.6,95.0,16,4,23.72,-20.06,2006-04-24,30,70
OFS,10,70.0,2.35,223.0,10.59,0.9369599195606761,-4.03 # 17.87 # -10.45 # 17.05 # 6.51 # -53.32 # 18.31 # 14.67 # 1.66 # 15.26,17.87 # 17.05 # 6.51 # 18.31 # 14.67 # 1.66 # 15.26,13.04,15.26,-4.03 # -10.45 # -53.32,-22.6,-10.45,168.5,7,3,18.31,-53.32,2013-05-13,30,70
NIU,6,66.67,-1.21,171.0,17.88,0.2703006614688831,44.24 # 16.37 # 35.97 # -83.57 # 19.38 # -39.63,44.24 # 16.37 # 35.97 # 19.38,28.99,27.68,-83.57 # -39.63,-61.6,-61.6,88.0,4,2,44.24,-83.57,2018-12-20,30,70
TOI,5,80.0,33.11,98.0,26.94,0.9815620198044327,2.87 # 26.94 # 133.5 # -82.58 # 84.82,2.87 # 26.94 # 133.5 # 84.82,62.03,55.88,-82.58,-82.58,-82.58,41.0,4,1,133.5,-82.58,2020-10-27,30,70
XBIT,10,70.0,-4.06,173.0,8.1,0.28247810719881633,-35.03 # 38.81 # -58.96 # 17.3 # 14.42 # 4.44 # 28.41 # 0.5 # -62.24 # 11.75,38.81 # 17.3 # 14.42 # 4.44 # 28.41 # 0.5 # 11.75,16.52,14.42,-35.03 # -58.96 # -62.24,-52.08,-58.96,148.0,7,3,38.81,-62.24,2015-07-15,30,70
EOSE,3,33.33,-30.7,155.0,-26.94,0.18304130939126087,12.61 # -77.75 # -26.94,12.61,12.61,12.61,-77.75 # -26.94,-52.35,-52.35,79.0,1,2,12.61,-77.75,2021-03-09,30,70
GRWG,6,83.33,20.41,195.0,21.43,0.8144979349331468,18.48 # 24.37 # 55.93 # 102.7 # -83.22 # 4.22,18.48 # 24.37 # 55.93 # 102.7 # 4.22,41.14,24.37,-83.22,-83.22,-83.22,152.5,5,1,102.7,-83.22,2018-03-01,30,70
STXS,18,72.22,24.47,166.0,18.04,0.7559878950967149,38.55 # -36.56 # -14.73 # 32.6 # 8.72 # -93.38 # 310.71 # -24.74 # 52.78 # 18.75 # 48.45 # 17.33 # 57.28 # 13.08 # 46.87 # -69.89 # 13.47 # 21.25,38.55 # 32.6 # 8.72 # 310.71 # 52.78 # 18.75 # 48.45 # 17.33 # 57.28 # 13.08 # 46.87 # 13.47 # 21.25,52.3,32.6,-36.56 # -14.73 # -93.38 # -24.74 # -69.89,-47.86,-36.56,110.5,13,5,310.71,-93.38,2006-07-18,30,70
MRBK,6,66.67,5.82,148.0,4.92,1.2403547232126948,17.13 # 1.73 # 41.53 # -5.95 # -27.67 # 8.11,17.13 # 1.73 # 41.53 # 8.11,17.13,12.62,-5.95 # -27.67,-16.81,-16.81,135.5,4,2,41.53,-27.67,2018-10-26,30,70
RGTI,4,50.0,-4.94,170.0,-5.24,0.2652446852285321,2.34 # -82.87 # 73.61 # -12.82,2.34 # 73.61,37.97,37.97,-82.87 # -12.82,-47.85,-47.85,130.0,2,2,73.61,-82.87,2021-05-13,30,70
SHIP,15,66.67,11.93,199.0,17.0,0.03811735435322456,-46.51 # -90.17 # 65.49 # 91.3 # 17.0 # 65.15 # 165.12 # 3.33 # -94.17 # -52.27 # 1.79 # 22.92 # -21.03 # 19.57 # 31.47,65.49 # 91.3 # 17.0 # 65.15 # 165.12 # 3.33 # 1.79 # 22.92 # 19.57 # 31.47,48.31,27.2,-46.51 # -90.17 # -94.17 # -52.27 # -21.03,-60.83,-52.27,111.0,10,5,165.12,-94.17,2008-08-27,30,70
ARBE,5,60.0,0.65,98.0,1.26,0.9544101318468279,4.8 # -18.53 # 1.26 # 32.24 # -16.52,4.8 # 1.26 # 32.24,12.77,4.8,-18.53 # -16.52,-17.53,-17.53,83.0,3,2,32.24,-18.53,2021-10-01,30,70
PWOD,17,64.71,6.78,195.0,5.36,2.736468452799131,5.36 # -15.57 # 10.67 # 23.43 # 29.22 # 10.28 # 5.13 # 13.52 # -0.24 # 12.48 # -0.65 # -4.08 # 13.33 # -12.86 # 23.78 # -2.8 # 4.22,5.36 # 10.67 # 23.43 # 29.22 # 10.28 # 5.13 # 13.52 # 12.48 # 13.33 # 23.78 # 4.22,13.76,12.48,-15.57 # -0.24 # -0.65 # -4.08 # -12.86 # -2.8,-6.03,-3.44,132.0,11,6,29.22,-15.57,2006-04-20,30,70
FUNC,16,62.5,0.07,165.0,7.75,0.5351629628787391,-45.07 # -49.42 # 37.1 # 26.6 # 6.93 # 21.9 # 15.64 # -0.35 # 8.57 # 14.64 # 13.19 # 2.28 # -42.08 # 13.04 # -0.87 # -21.0,37.1 # 26.6 # 6.93 # 21.9 # 15.64 # 8.57 # 14.64 # 13.19 # 2.28 # 13.04,15.99,13.91,-45.07 # -49.42 # -0.35 # -42.08 # -0.87 # -21.0,-26.47,-31.54,93.5,10,6,37.1,-49.42,2007-06-12,30,70
CDRO,1,0.0,-66.63,784.0,-66.63,0.3336734609472808,-66.63,,,,-66.63,-66.63,-66.63,784.0,0,1,-66.63,-66.63,2021-11-19,30,70
CWBC,10,40.0,-5.74,252.0,-5.4,0.3264349221995472,-25.32 # -50.45 # 26.56 # -49.41 # 33.59 # 19.05 # 15.71 # -5.93 # -16.34 # -4.86,26.56 # 33.59 # 19.05 # 15.71,23.73,22.81,-25.32 # -50.45 # -49.41 # -5.93 # -16.34 # -4.86,-25.39,-20.83,233.0,4,6,33.59,-50.45,2007-06-06,30,70
CNF,5,20.0,-8.19,211.0,-9.01,0.6077993832711222,-9.01 # -4.76 # -28.93 # 18.42 # -16.67,18.42,18.42,18.42,-9.01 # -4.76 # -28.93 # -16.67,-14.84,-12.84,223.0,1,4,18.42,-28.93,2018-12-07,30,70
XFIN,1,100.0,0.4,24.0,0.4,1.0040200967457085,0.4,0.4,0.4,0.4,,,,24.0,1,0,0.4,0.4,2022-09-02,30,70
VTGN,15,60.0,25.31,190.0,15.76,2.6707692743584666,22.86 # -71.27 # 0.0 # 45.65 # -6.67 # 15.76 # 10.06 # -52.37 # 53.76 # -41.01 # 106.25 # -25.11 # 31.25 # 246.63 # 43.9,22.86 # 0.0 # 45.65 # 15.76 # 10.06 # 53.76 # 106.25 # 31.25 # 246.63 # 43.9,57.61,37.57,-71.27 # -6.67 # -52.37 # -41.01 # -25.11,-39.28,-41.01,166.0,9,6,246.63,-71.27,2011-08-11,30,70
RELL,12,66.67,0.33,212.0,1.15,0.741227227720521,0.79 # -28.83 # 55.34 # 1.52 # 4.71 # -41.17 # 21.88 # 9.62 # -0.34 # 0.6 # -22.04 # 1.86,0.79 # 55.34 # 1.52 # 4.71 # 21.88 # 9.62 # 0.6 # 1.86,12.04,3.29,-28.83 # -41.17 # -0.34 # -22.04,-23.09,-25.44,185.0,8,4,55.34,-41.17,2006-04-06,30,70
QSG,2,50.0,-5.04,62.0,-5.04,0.6269335877008168,47.39 # -57.46,47.39,47.39,47.39,-57.46,-57.46,-57.46,62.5,1,1,47.39,-57.46,2023-05-16,30,70
OPRT,4,25.0,-25.67,172.0,-23.31,0.2223356107988549,-18.42 # -65.23 # 9.16 # -28.2,9.16,9.16,9.16,-18.42 # -65.23 # -28.2,-37.28,-28.2,83.0,1,3,9.16,-65.23,2020-03-12,30,70
NVCT,2,50.0,-15.63,186.0,-15.63,0.6731619441461457,4.05 # -35.31,4.05,4.05,4.05,-35.31,-35.31,-35.31,186.0,1,1,4.05,-35.31,2022-07-29,30,70
INTT,14,57.14,-0.71,201.0,9.86,0.10655412591245496,37.14 # 25.67 # -93.77 # 24.16 # -4.81 # -10.32 # 21.32 # 7.88 # 25.35 # 11.84 # -23.8 # -17.71 # 18.59 # -31.43,37.14 # 25.67 # 24.16 # 21.32 # 7.88 # 25.35 # 11.84 # 18.59,21.49,22.74,-93.77 # -4.81 # -10.32 # -23.8 # -17.71 # -31.43,-30.31,-20.76,142.0,8,6,37.14,-93.77,2006-03-23,30,70
XTNT,14,35.71,-8.21,195.0,-23.49,0.05083120576937109,28.91 # -59.86 # -15.56 # -43.31 # 23.53 # -31.43 # -11.94 # -62.57 # 127.78 # 46.63 # -37.71 # -39.08 # -44.08 # 3.7,28.91 # 23.53 # 127.78 # 46.63 # 3.7,46.11,28.91,-59.86 # -15.56 # -43.31 # -31.43 # -11.94 # -62.57 # -37.71 # -39.08 # -44.08,-38.39,-39.08,209.0,5,9,127.78,-62.57,2010-11-15,30,70
QRHC,14,85.71,31.3,179.0,24.0,8.615927801891138,139.13 # 34.09 # 96.67 # -82.95 # 4.02 # 13.54 # 66.44 # -1.85 # 51.38 # 53.37 # 4.7 # 11.66 # 32.74 # 15.26,139.13 # 34.09 # 96.67 # 4.02 # 13.54 # 66.44 # 51.38 # 53.37 # 4.7 # 11.66 # 32.74 # 15.26,43.58,33.42,-82.95 # -1.85,-42.4,-42.4,131.0,12,2,139.13,-82.95,2010-01-27,30,70
CATO,15,66.67,0.4,206.0,5.44,0.6863612245168775,21.09 # 5.07 # 21.7 # 36.72 # 9.94 # 17.92 # 8.75 # -7.8 # 5.44 # -38.74 # 8.84 # -29.1 # -45.14 # 1.16 # -9.82,21.09 # 5.07 # 21.7 # 36.72 # 9.94 # 17.92 # 8.75 # 5.44 # 8.84 # 1.16,13.66,9.39,-7.8 # -38.74 # -29.1 # -45.14 # -9.82,-26.12,-29.1,168.0,10,5,36.72,-45.14,2007-03-06,30,70
FGBI,13,53.85,1.12,124.0,1.97,0.9234915474921584,0.0 # 0.0 # 15.38 # 15.49 # 16.73 # 0.0 # 3.99 # -10.18 # 9.53 # 1.97 # 24.68 # -20.23 # -42.78,0.0 # 0.0 # 15.38 # 15.49 # 16.73 # 0.0 # 3.99 # 9.53 # 1.97 # 24.68,8.78,6.76,-10.18 # -20.23 # -42.78,-24.4,-20.23,84.0,7,6,24.68,-42.78,2012-09-05,30,70
SYT,1,0.0,-8.49,148.0,-8.49,0.9151413960966318,-8.49,,,,-8.49,-8.49,-8.49,148.0,0,1,-8.49,-8.49,2023-07-20,30,70
ACET,6,50.0,-19.23,179.0,-10.04,0.04147841015327851,-21.69 # 17.08 # -81.75 # 1.62 # 53.44 # -84.1,17.08 # 1.62 # 53.44,24.04,17.08,-21.69 # -81.75 # -84.1,-62.51,-81.75,174.0,3,3,53.44,-84.1,2018-03-15,30,70
MKFG,4,75.0,17.12,155.0,2.83,0.7432000201131673,-69.77 # 5.11 # 132.59 # 0.56,5.11 # 132.59 # 0.56,46.08,5.11,-69.77,-69.77,-69.77,89.5,3,1,132.59,-69.77,2021-07-14,30,70
UNB,9,33.33,-5.62,245.0,0.0,0.536087110262191,-1.58 # 9.73 # 0.0 # 0.0 # 7.0 # -23.63 # -31.73 # -14.7 # 4.31,9.73 # 0.0 # 0.0 # 7.0 # 4.31,4.21,4.31,-1.58 # -23.63 # -31.73 # -14.7,-17.91,-19.17,225.0,3,6,9.73,-31.73,2006-02-07,30,70
NVTA,9,55.56,14.31,193.0,24.46,0.5242637324670152,-32.81 # 36.43 # -12.64 # 67.42 # 85.93 # 24.46 # 99.02 # -78.44 # -60.63,36.43 # 67.42 # 85.93 # 24.46 # 99.02,62.65,67.42,-32.81 # -12.64 # -78.44 # -60.63,-46.13,-46.72,102.0,5,4,99.02,-78.44,2015-04-22,30,70
ISSC,10,60.0,-6.11,288.0,5.77,0.20880386244778834,6.52 # -76.47 # -16.99 # 25.84 # -46.44 # 5.03 # -14.19 # 12.94 # 31.05 # 11.64,6.52 # 25.84 # 5.03 # 12.94 # 31.05 # 11.64,15.5,12.29,-76.47 # -16.99 # -46.44 # -14.19,-38.52,-31.71,257.0,6,4,31.05,-76.47,2006-03-09,30,70
ROOT,5,60.0,-0.03,170.0,17.25,0.1067505953426168,17.25 # -6.35 # -95.18 # 39.24 # 44.9,17.25 # 39.24 # 44.9,33.8,39.24,-6.35 # -95.18,-50.77,-50.77,62.0,3,2,44.9,-95.18,2020-11-18,30,70
OPTN,8,62.5,5.59,172.0,17.47,0.821514449464905,35.99 # -57.13 # 25.85 # 9.09 # 53.09 # -27.48 # 38.67 # -33.33,35.99 # 25.85 # 9.09 # 53.09 # 38.67,32.54,35.99,-57.13 # -27.48 # -33.33,-39.31,-33.33,168.0,5,3,53.09,-57.13,2017-11-14,30,70
CSTE,10,60.0,-1.18,232.0,9.66,0.4146490156910368,22.53 # 39.01 # -23.22 # 14.53 # -39.1 # 4.8 # 23.42 # -10.77 # 25.68 # -68.66,22.53 # 39.01 # 14.53 # 4.8 # 23.42 # 25.68,21.66,22.98,-23.22 # -39.1 # -10.77 # -68.66,-35.44,-31.16,123.5,6,4,39.01,-68.66,2012-05-24,30,70
VCXB,1,100.0,4.84,6.0,4.84,1.0484037348282547,4.84,4.84,4.84,4.84,,,,6.0,1,0,4.84,4.84,2022-12-23,30,70
PSQH,2,50.0,24.14,52.0,24.14,1.0525398475284895,94.03 # -45.75,94.03,94.03,94.03,-45.75,-45.75,-45.75,52.5,1,1,94.03,-45.75,2023-07-17,30,70
BSET,16,56.25,-1.71,191.0,9.49,0.16699375924767343,4.1 # -31.38 # -82.58 # 17.06 # 27.25 # 16.15 # 30.57 # 29.25 # 14.87 # 22.66 # 32.49 # -1.37 # -54.83 # -31.01 # -16.04 # -4.62,4.1 # 17.06 # 27.25 # 16.15 # 30.57 # 29.25 # 14.87 # 22.66 # 32.49,21.6,22.66,-31.38 # -82.58 # -1.37 # -54.83 # -31.01 # -16.04 # -4.62,-31.69,-31.01,169.0,9,7,32.49,-82.58,2006-05-17,30,70
ATNM,12,66.67,7.18,164.0,10.67,1.332412740868667,22.58 # -13.01 # 23.4 # 53.14 # 18.89 # 2.46 # -58.93 # 27.55 # 32.26 # -3.97 # 0.78 # -19.06,22.58 # 23.4 # 53.14 # 18.89 # 2.46 # 27.55 # 32.26 # 0.78,22.63,22.99,-13.01 # -58.93 # -3.97 # -19.06,-23.74,-16.03,134.0,8,4,53.14,-58.93,2013-06-03,30,70
WILC,12,50.0,-0.93,236.0,2.85,0.4024067508835538,28.85 # 6.77 # -66.87 # 10.6 # -25.88 # -36.03 # 26.14 # 50.2 # -1.07 # 29.42 # -14.25 # -19.04,28.85 # 6.77 # 10.6 # 26.14 # 50.2 # 29.42,25.33,27.49,-66.87 # -25.88 # -36.03 # -1.07 # -14.25 # -19.04,-27.19,-22.46,181.5,6,6,50.2,-66.87,2006-10-12,30,70
FCCO,8,37.5,-8.53,338.0,-6.1,0.35832370838615324,-57.64 # -16.44 # 17.07 # -17.93 # -9.36 # -2.84 # 5.52 # 13.4,17.07 # 5.52 # 13.4,12.0,13.4,-57.64 # -16.44 # -17.93 # -9.36 # -2.84,-20.84,-16.44,210.5,3,5,17.07,-57.64,2006-02-07,30,70
