ticker,number_of_trades,win_ratio(%),average_res(%),average_trade_len(days),median_res(%),cumulative_result,trade_results,profitable_trade_results,profitable_trades_mean,profitable_trades_median,looser_trade_results,looser_trades_mean,looser_trades_median,median_trade_len(days),number_of_win_trades,number_of_lost_trades,max_gain(%),max_lost(%),first_trade_buy
VINE,1,100.0,40.75,46.0,40.75,1.4075286616884268,40.75,40.75,40.75,40.75,,,,46.0,1,0,40.75,40.75,2023-11-27
BIAF,1,0.0,-4.49,8.0,-4.49,0.9551282462753973,-4.49,,,,-4.49,-4.49,-4.49,8.0,0,1,-4.49,-4.49,2024-01-04
MYND,11,18.18,-19.11,49.0,-22.01,0.07173916897306053,3.96 # -37.67 # -4.65 # -9.53 # -10.13 # -27.86 # -36.56 # -32.62 # -22.01 # 15.33 # -48.51,3.96 # 15.33,9.65,9.65,-37.67 # -4.65 # -9.53 # -10.13 # -27.86 # -36.56 # -32.62 # -22.01 # -48.51,-25.5,-27.86,42.0,2,9,15.33,-48.51,2017-09-29
ELSE,40,40.0,-1.29,67.0,-1.57,0.4505072326280935,0.73 # 3.56 # 9.09 # -0.54 # -7.25 # -6.5 # -9.0 # -13.53 # -15.16 # 45.82 # -2.14 # 3.52 # 5.48 # 0.0 # -0.26 # 1.75 # -6.75 # 4.85 # -3.07 # -3.36 # -4.23 # -0.99 # 3.78 # -3.37 # 2.06 # 2.31 # -3.11 # -2.28 # 8.43 # -6.98 # 4.74 # -12.02 # -3.62 # -9.74 # 4.6 # -40.44 # 12.87 # -6.71 # 5.05 # -9.36,0.73 # 3.56 # 9.09 # 45.82 # 3.52 # 5.48 # 0.0 # 1.75 # 4.85 # 3.78 # 2.06 # 2.31 # 8.43 # 4.74 # 4.6 # 12.87 # 5.05,6.98,4.6,-0.54 # -7.25 # -6.5 # -9.0 # -13.53 # -15.16 # -2.14 # -0.26 # -6.75 # -3.07 # -3.36 # -4.23 # -0.99 # -3.37 # -3.11 # -2.28 # -6.98 # -12.02 # -3.62 # -9.74 # -40.44 # -6.71 # -9.36,-7.41,-6.5,50.0,16,24,45.82,-40.44,2006-01-20
LABP,5,0.0,-10.32,71.0,-11.87,0.5676836601090801,-15.65 # -22.04 # -1.03 # -11.87 # -1.02,,,,-15.65 # -22.04 # -1.03 # -11.87 # -1.02,-10.32,-11.87,81.0,0,5,-1.02,-22.04,2021-02-19
PHUN,11,27.27,3.58,84.0,-1.86,0.3411682036835037,1.31 # -1.86 # -0.29 # -1.86 # -0.58 # -4.37 # 153.33 # -18.11 # 26.28 # -77.77 # -36.67,1.31 # 153.33 # 26.28,60.31,26.28,-1.86 # -0.29 # -1.86 # -0.58 # -4.37 # -18.11 # -77.77 # -36.67,-17.69,-3.12,86.0,3,8,153.33,-77.77,2016-11-09
SHPW,5,20.0,-24.07,181.0,-1.85,,-2.89 # -0.81 # 1.2 # -93.76 # nan,1.2,1.2,1.2,-2.89 # -0.81 # -93.76,-32.49,-2.89,120.0,1,4,1.2,-93.76,2019-11-18
NVOS,3,33.33,-15.15,55.0,-7.51,0.5502338777739965,-43.79 # -7.51 # 5.85,5.85,5.85,5.85,-43.79 # -7.51,-25.65,-25.65,73.0,1,2,5.85,-43.79,2021-02-25
CTM,1,0.0,-2.67,59.0,-2.67,0.9733333587646484,-2.67,,,,-2.67,-2.67,-2.67,59.0,0,1,-2.67,-2.67,2022-10-17
TLPH,19,21.05,-5.49,70.0,-14.06,0.1015139326579612,-17.5 # -0.94 # -13.29 # 167.91 # -19.68 # 9.68 # -41.02 # -17.13 # -11.52 # -14.06 # -47.3 # 18.75 # -10.3 # -20.33 # -12.99 # -21.87 # -32.26 # -21.71 # 1.28,167.91 # 9.68 # 18.75 # 1.28,49.41,14.22,-17.5 # -0.94 # -13.29 # -19.68 # -41.02 # -17.13 # -11.52 # -14.06 # -47.3 # -10.3 # -20.33 # -12.99 # -21.87 # -32.26 # -21.71,-20.13,-17.5,64.0,4,15,167.91,-47.3,2011-06-03
ICCT,1,0.0,-80.14,127.0,-80.14,0.19864864995481324,-80.14,,,,-80.14,-80.14,-80.14,127.0,0,1,-80.14,-80.14,2023-09-07
VEEE,3,0.0,-14.79,76.0,-16.67,0.6160276217693234,-8.45 # -19.25 # -16.67,,,,-8.45 # -19.25 # -16.67,-14.79,-16.67,62.0,0,3,-8.45,-19.25,2022-04-06
TCTM,16,37.5,0.9,78.0,-4.35,0.8428801569384156,0.25 # -20.84 # -8.98 # -21.61 # -13.04 # -4.19 # 39.47 # -3.17 # 7.21 # -4.51 # -5.95 # -21.95 # 12.9 # 32.55 # 45.31 # -19.06,0.25 # 39.47 # 7.21 # 12.9 # 32.55 # 45.31,22.95,22.73,-20.84 # -8.98 # -21.61 # -13.04 # -4.19 # -3.17 # -4.51 # -5.95 # -21.95 # -19.06,-12.33,-11.01,74.0,6,10,45.31,-21.95,2014-06-16
GBNH,3,33.33,118.46,82.0,-21.98,2.7779507153021488,407.14 # -21.98 # -29.79,407.14,407.14,407.14,-21.98 # -29.79,-25.89,-25.89,86.0,1,2,407.14,-29.79,2021-01-12
YGMZ,3,33.33,-34.23,64.0,-45.29,0.19198611249294023,-45.29 # 10.99 # -68.38,10.99,10.99,10.99,-45.29 # -68.38,-56.84,-56.84,75.0,1,2,10.99,-68.38,2020-12-18
ADN,8,37.5,-10.32,123.0,-3.95,0.2173385500026413,3.92 # 1.08 # -1.25 # 28.53 # -6.66 # -7.24 # -74.34 # -26.64,3.92 # 1.08 # 28.53,11.18,3.92,-1.25 # -6.66 # -7.24 # -74.34 # -26.64,-23.22,-7.24,83.5,3,5,28.53,-74.34,2019-01-25
HOLO,4,25.0,-0.26,97.0,-39.42,0.20394580220451086,-12.26 # 150.0 # -72.18 # -66.58,150.0,150.0,150.0,-12.26 # -72.18 # -66.58,-50.34,-66.58,94.5,1,3,150.0,-72.18,2022-03-25
ASTC,22,31.82,4.33,85.0,-7.66,0.3400577138283962,-6.25 # -21.5 # -44.54 # 226.67 # 20.77 # -11.36 # 23.68 # 28.75 # 81.4 # -7.53 # 3.19 # -7.78 # -15.15 # -26.79 # -34.43 # 2.87 # -2.38 # -27.57 # -55.93 # -16.38 # -12.13 # -2.31,226.67 # 20.77 # 23.68 # 28.75 # 81.4 # 3.19 # 2.87,55.33,23.68,-6.25 # -21.5 # -44.54 # -11.36 # -7.53 # -7.78 # -15.15 # -26.79 # -34.43 # -2.38 # -27.57 # -55.93 # -16.38 # -12.13 # -2.31,-19.47,-15.15,61.5,7,15,226.67,-55.93,2006-01-26
CHEK,8,0.0,-18.96,68.0,-19.14,0.171888006730763,-30.22 # -16.82 # -3.36 # -20.29 # -37.92 # -22.42 # -17.99 # -2.67,,,,-30.22 # -16.82 # -3.36 # -20.29 # -37.92 # -22.42 # -17.99 # -2.67,-18.96,-19.14,70.5,0,8,-2.67,-37.92,2016-02-25
SGE,1,0.0,-54.0,238.0,-54.0,0.4600000040871756,-54.0,,,,-54.0,-54.0,-54.0,238.0,0,1,-54.0,-54.0,2023-05-19
MSS,2,50.0,-30.83,32.0,-30.83,0.22121049107087082,19.9 # -81.55,19.9,19.9,19.9,-81.55,-81.55,-81.55,32.0,1,1,19.9,-81.55,2023-10-09
DOMH,13,23.08,-4.99,66.0,-14.01,0.054737631012450626,-8.54 # 5.37 # 210.0 # -14.01 # -29.45 # -43.34 # -25.54 # -59.25 # -8.89 # -72.93 # -39.29 # 32.56 # -11.5,5.37 # 210.0 # 32.56,82.64,32.56,-8.54 # -14.01 # -29.45 # -43.34 # -25.54 # -59.25 # -8.89 # -72.93 # -39.29 # -11.5,-31.27,-27.5,46.0,3,10,210.0,-72.93,2006-10-30
JTAI,7,57.14,-0.43,89.0,0.2,0.968461213703324,0.51 # 0.71 # -0.1 # 0.2 # 1.41 # 0.0 # -5.75,0.51 # 0.71 # 0.2 # 1.41 # 0.0,0.57,0.51,-0.1 # -5.75,-2.93,-2.93,4.0,4,3,1.41,-5.75,2021-10-06
SUNW,21,23.81,5.72,67.0,-10.51,0.3059001598557205,0.0 # 20.0 # -3.85 # -30.0 # -24.0 # -40.0 # 186.96 # -16.25 # 71.0 # -38.44 # -13.33 # -30.79 # -10.51 # -22.77 # -9.25 # -8.04 # 28.85 # -7.4 # 156.09 # -48.61 # -39.57,0.0 # 20.0 # 186.96 # 71.0 # 28.85 # 156.09,77.15,49.93,-3.85 # -30.0 # -24.0 # -40.0 # -16.25 # -38.44 # -13.33 # -30.79 # -10.51 # -22.77 # -9.25 # -8.04 # -7.4 # -48.61 # -39.57,-22.85,-22.77,54.0,5,16,186.96,-48.61,2010-07-14
COHN,27,29.63,-1.58,63.0,-6.49,0.28505888557723646,1.15 # -2.26 # -6.49 # 15.61 # -7.79 # -44.71 # 13.56 # -27.41 # -18.09 # -10.04 # -15.83 # 3.2 # 38.19 # -17.15 # -23.19 # -6.81 # -6.07 # -15.62 # -2.86 # -0.85 # -6.25 # 8.59 # -9.23 # -8.43 # 113.88 # 17.74 # -25.6,1.15 # 15.61 # 13.56 # 3.2 # 38.19 # 8.59 # 113.88 # 17.74,26.49,14.58,-2.26 # -6.49 # -7.79 # -44.71 # -27.41 # -18.09 # -10.04 # -15.83 # -17.15 # -23.19 # -6.81 # -6.07 # -15.62 # -2.86 # -0.85 # -6.25 # -9.23 # -8.43 # -25.6,-13.41,-9.23,46.0,8,19,113.88,-44.71,2006-01-19
LIDR,4,0.0,-30.38,41.0,-33.0,0.20257880879845705,-5.03 # -50.51 # -46.4 # -19.59,,,,-5.03 # -50.51 # -46.4 # -19.59,-30.38,-33.0,40.5,0,4,-5.03,-50.51,2021-01-14
CTHR,27,25.93,14.25,80.0,-8.5,1.980359007681442,-18.35 # -36.59 # -2.5 # -12.96 # -10.71 # 298.31 # 9.77 # 41.48 # -5.77 # -12.81 # 60.51 # -30.67 # -3.33 # -16.36 # -17.32 # -14.62 # -13.79 # 33.66 # -15.33 # 37.61 # -8.5 # -2.8 # -36.6 # 195.45 # -19.44 # -5.98 # -7.69,298.31 # 9.77 # 41.48 # 60.51 # 33.66 # 37.61 # 195.45,96.69,41.48,-18.35 # -36.59 # -2.5 # -12.96 # -10.71 # -5.77 # -12.81 # -30.67 # -3.33 # -16.36 # -17.32 # -14.62 # -13.79 # -15.33 # -8.5 # -2.8 # -36.6 # -19.44 # -5.98 # -7.69,-14.61,-13.38,48.0,7,20,298.31,-36.6,2006-08-11
NNVC,30,20.0,-4.79,60.0,-17.36,0.05040980454673551,-26.96 # -22.0 # -38.78 # -20.0 # 66.67 # -13.92 # 9.86 # 88.24 # -18.81 # -25.44 # -11.64 # -10.61 # -17.14 # 103.78 # -8.49 # -22.03 # -17.58 # 16.44 # -0.78 # -6.52 # -38.64 # 43.58 # -20.11 # -29.26 # -24.15 # -4.88 # -10.21 # -24.0 # -36.16 # -24.1,66.67 # 9.86 # 88.24 # 103.78 # 16.44 # 43.58,54.76,55.12,-26.96 # -22.0 # -38.78 # -20.0 # -13.92 # -18.81 # -25.44 # -11.64 # -10.61 # -17.14 # -8.49 # -22.03 # -17.58 # -0.78 # -6.52 # -38.64 # -20.11 # -29.26 # -24.15 # -4.88 # -10.21 # -24.0 # -36.16 # -24.1,-19.68,-20.06,54.0,6,24,103.78,-38.78,2006-01-19
CLWT,38,21.05,-4.78,60.0,-5.74,0.08749397612779022,5.31 # -28.78 # 9.0 # -6.97 # -20.51 # -4.0 # -10.48 # 68.75 # -30.27 # -13.19 # -32.13 # -2.38 # -13.28 # 10.32 # -8.37 # -12.11 # -2.53 # -3.72 # -5.92 # -3.73 # -8.01 # -12.17 # -0.33 # -4.55 # -14.29 # -5.29 # -5.56 # 38.98 # 12.57 # -6.59 # -19.14 # 9.92 # 1.86 # -22.17 # -25.93 # -9.93 # -1.32 # -4.88,5.31 # 9.0 # 68.75 # 10.32 # 38.98 # 12.57 # 9.92 # 1.86,19.59,10.12,-28.78 # -6.97 # -20.51 # -4.0 # -10.48 # -30.27 # -13.19 # -32.13 # -2.38 # -13.28 # -8.37 # -12.11 # -2.53 # -3.72 # -5.92 # -3.73 # -8.01 # -12.17 # -0.33 # -4.55 # -14.29 # -5.29 # -5.56 # -6.59 # -19.14 # -22.17 # -25.93 # -9.93 # -1.32 # -4.88,-11.28,-8.19,46.0,8,30,68.75,-32.13,2006-01-19
BTCT,6,50.0,0.38,123.0,-1.96,0.7774778929227784,3.77 # 1.09 # -5.02 # -9.43 # -45.11 # 56.95,3.77 # 1.09 # 56.95,20.6,3.77,-5.02 # -9.43 # -45.11,-19.85,-9.43,73.0,3,3,56.95,-45.11,2018-10-22
EDUC,24,41.67,10.43,96.0,-4.13,3.5158001457354207,3.03 # -2.54 # -11.54 # 1.41 # -7.83 # -13.44 # 7.16 # -1.8 # -5.71 # 17.7 # 3.41 # 34.35 # -10.37 # 125.8 # -7.76 # -15.83 # 1.75 # 58.8 # -26.84 # -8.27 # 136.42 # -11.37 # -6.65 # -9.52,3.03 # 1.41 # 7.16 # 17.7 # 3.41 # 34.35 # 125.8 # 1.75 # 58.8 # 136.42,38.98,12.43,-2.54 # -11.54 # -7.83 # -13.44 # -1.8 # -5.71 # -10.37 # -7.76 # -15.83 # -26.84 # -8.27 # -11.37 # -6.65 # -9.52,-9.96,-8.9,80.0,10,14,136.42,-26.84,2006-02-03
GWAV,10,20.0,28.89,66.0,-27.33,0.3372563745605182,-40.97 # -28.95 # -28.32 # -17.52 # -64.02 # -40.0 # 475.0 # 75.0 # -15.0 # -26.35,475.0 # 75.0,275.0,275.0,-40.97 # -28.95 # -28.32 # -17.52 # -64.02 # -40.0 # -15.0 # -26.35,-32.64,-28.63,64.5,2,8,475.0,-64.02,2015-04-21
MRDB,6,0.0,-16.77,138.0,-0.56,0.017568702805046875,-0.16 # -1.13 # -0.71 # -0.41 # 0.0 # -98.2,0.0,0.0,0.0,-0.16 # -1.13 # -0.71 # -0.41 # -98.2,-20.12,-0.71,95.0,0,6,0.0,-98.2,2021-07-13
UAVS,27,18.52,-1.65,46.0,-12.9,0.006588378119623814,-13.33 # -21.3 # -23.33 # 1.85 # -10.0 # -11.5 # -12.17 # -68.9 # -55.45 # -83.33 # 0.0 # -52.0 # 4.35 # 0.0 # -20.0 # -7.5 # -3.23 # -26.76 # -12.9 # -14.94 # -28.95 # -11.43 # -22.0 # -36.0 # 13.16 # 279.31 # 191.81,1.85 # 0.0 # 4.35 # 0.0 # 13.16 # 279.31 # 191.81,70.07,4.35,-13.33 # -21.3 # -23.33 # -10.0 # -11.5 # -12.17 # -68.9 # -55.45 # -83.33 # -52.0 # -20.0 # -7.5 # -3.23 # -26.76 # -12.9 # -14.94 # -28.95 # -11.43 # -22.0 # -36.0,-26.75,-20.65,33.0,5,22,279.31,-83.33,2007-08-03
TRVN,14,21.43,-13.8,66.0,-15.22,0.08603389864155983,-10.21 # -23.87 # -10.46 # 2.24 # -13.32 # -38.69 # -15.54 # -15.71 # -50.49 # -16.77 # -14.89 # 37.82 # 5.43 # -28.67,2.24 # 37.82 # 5.43,15.16,5.43,-10.21 # -23.87 # -10.46 # -13.32 # -38.69 # -15.54 # -15.71 # -50.49 # -16.77 # -14.89 # -28.67,-21.69,-15.71,63.5,3,11,37.82,-50.49,2014-02-11
HEPA,10,20.0,-8.0,93.0,-16.95,0.18038234560221955,-21.08 # 106.45 # -10.41 # 13.45 # -63.53 # -25.63 # -12.81 # -21.11 # -34.63 # -10.67,106.45 # 13.45,59.95,59.95,-21.08 # -10.41 # -63.53 # -25.63 # -12.81 # -21.11 # -34.63 # -10.67,-24.99,-21.1,92.0,2,8,106.45,-63.53,2014-02-12
HTCR,3,0.0,-35.45,85.0,-36.82,0.2633369365563174,-44.16 # -25.37 # -36.82,,,,-44.16 # -25.37 # -36.82,-35.45,-36.82,77.0,0,3,-25.37,-44.16,2022-02-14
MSN,28,28.57,4.45,92.0,-4.19,0.6759500647870198,9.33 # -5.11 # -18.46 # -17.69 # -20.29 # 252.24 # -22.14 # 10.55 # 3.68 # -2.88 # -14.15 # 8.82 # 8.81 # -42.79 # -3.68 # -18.28 # 28.0 # -1.4 # -4.7 # -3.36 # -0.68 # -12.0 # 29.29 # -15.87 # -5.88 # -11.48 # -5.36 # 0.0,9.33 # 252.24 # 10.55 # 3.68 # 8.82 # 8.81 # 28.0 # 29.29 # 0.0,38.97,9.33,-5.11 # -18.46 # -17.69 # -20.29 # -22.14 # -2.88 # -14.15 # -42.79 # -3.68 # -18.28 # -1.4 # -4.7 # -3.36 # -0.68 # -12.0 # -15.87 # -5.88 # -11.48 # -5.36,-11.9,-11.48,87.0,8,20,252.24,-42.79,2006-01-19
RNXT,3,33.33,-4.96,47.0,-5.43,0.824060619975425,-5.43 # -23.78 # 14.34,14.34,14.34,14.34,-5.43 # -23.78,-14.61,-14.61,29.0,1,2,14.34,-23.78,2021-08-30
OLB,24,16.67,-24.54,86.0,-29.18,0.0001468138777515794,-10.0 # -60.4 # 4.62 # -1.0 # 1.01 # 0.0 # -70.59 # -52.0 # 75.0 # -71.43 # -50.0 # -37.35 # -43.23 # -48.33 # 2.18 # -50.51 # -36.05 # -30.0 # -41.95 # -19.35 # -0.96 # -8.18 # -28.37 # -12.06,4.62 # 1.01 # 0.0 # 75.0 # 2.18,16.56,2.18,-10.0 # -60.4 # -1.0 # -70.59 # -52.0 # -71.43 # -50.0 # -37.35 # -43.23 # -48.33 # -50.51 # -36.05 # -30.0 # -41.95 # -19.35 # -0.96 # -8.18 # -28.37 # -12.06,-35.36,-37.35,67.0,4,20,75.0,-71.43,2013-01-29
POAI,20,10.0,-19.66,43.0,-21.56,0.006492496415246568,-59.26 # -51.43 # 25.0 # -7.89 # -5.0 # -3.57 # 24.44 # -28.74 # -29.43 # -18.0 # -31.73 # -17.91 # -26.94 # -17.93 # -35.44 # -28.38 # -5.13 # -25.12 # -34.0 # -16.79,25.0 # 24.44,24.72,24.72,-59.26 # -51.43 # -7.89 # -5.0 # -3.57 # -28.74 # -29.43 # -18.0 # -31.73 # -17.91 # -26.94 # -17.93 # -35.44 # -28.38 # -5.13 # -25.12 # -34.0 # -16.79,-24.59,-26.03,34.0,2,18,25.0,-59.26,2011-02-08
GRTX,8,25.0,-9.19,72.0,-15.91,0.39561725348908167,3.32 # -34.59 # -17.55 # -14.26 # -19.72 # -20.0 # -1.06 # 30.33,3.32 # 30.33,16.83,16.83,-34.59 # -17.55 # -14.26 # -19.72 # -20.0 # -1.06,-17.86,-18.64,66.5,2,6,30.33,-34.59,2019-11-15
NRSN,5,0.0,-23.95,29.0,-21.0,0.22712954029705312,-50.78 # -27.48 # -11.05 # -9.44 # -21.0,,,,-50.78 # -27.48 # -11.05 # -9.44 # -21.0,-23.95,-21.0,23.0,0,5,-9.44,-50.78,2022-03-30
BTTX,3,0.0,-8.83,70.0,-0.6,0.7377345857505323,-0.6 # -0.4 # -25.48,,,,-0.6 # -0.4 # -25.48,-8.83,-0.6,64.0,0,3,-0.4,-25.48,2021-04-01
PETZ,10,10.0,-18.24,64.0,-17.76,0.043506158222210156,-23.09 # -21.16 # -6.64 # -3.41 # -15.6 # -6.13 # 20.88 # -20.35 # -86.97 # -19.93,20.88,20.88,20.88,-23.09 # -21.16 # -6.64 # -3.41 # -15.6 # -6.13 # -20.35 # -86.97 # -19.93,-22.59,-19.93,60.5,1,9,20.88,-86.97,2017-09-25
AINC,9,44.44,10.68,100.0,-12.91,1.3389350684894787,16.99 # -13.91 # 7.98 # 56.11 # -15.21 # 115.3 # -21.25 # -12.91 # -37.0,16.99 # 7.98 # 56.11 # 115.3,49.09,36.55,-13.91 # -15.21 # -21.25 # -12.91 # -37.0,-20.06,-15.21,55.0,4,5,115.3,-37.0,2014-11-19
JCSE,1,0.0,-94.5,301.0,-94.5,0.055034397284209176,-94.5,,,,-94.5,-94.5,-94.5,301.0,0,1,-94.5,-94.5,2022-04-26
CHNR,31,19.35,-5.51,59.0,-10.53,0.026112562932906785,192.37 # -6.02 # 37.97 # -29.47 # -23.64 # -29.72 # 12.98 # -3.36 # 18.69 # -25.12 # -16.8 # -42.2 # -3.18 # -10.53 # -43.8 # -11.11 # -58.2 # -13.73 # 1.32 # -8.55 # -7.2 # -11.16 # -6.74 # -7.22 # -20.0 # -17.65 # -28.19 # -6.92 # 35.88 # -8.6 # -30.88,192.37 # 37.97 # 12.98 # 18.69 # 1.32 # 35.88,49.87,27.28,-6.02 # -29.47 # -23.64 # -29.72 # -3.36 # -25.12 # -16.8 # -42.2 # -3.18 # -10.53 # -43.8 # -11.11 # -58.2 # -13.73 # -8.55 # -7.2 # -11.16 # -6.74 # -7.22 # -20.0 # -17.65 # -28.19 # -6.92 # -8.6 # -30.88,-18.8,-13.73,49.0,6,25,192.37,-58.2,2006-01-19
ISUN,12,33.33,-6.62,97.0,-4.72,0.3771445472322859,3.43 # -0.29 # 0.0 # 1.25 # 0.09 # -10.04 # -23.55 # -22.22 # -27.6 # -9.15 # 29.45 # -20.78,3.43 # 0.0 # 1.25 # 0.09 # 29.45,6.84,1.25,-0.29 # -10.04 # -23.55 # -22.22 # -27.6 # -9.15 # -20.78,-16.23,-20.78,70.0,4,8,29.45,-27.6,2016-04-28
VJET,12,16.67,-9.09,68.0,-10.92,0.20543973074100297,-5.62 # -7.37 # 5.78 # -17.76 # -6.87 # -40.3 # -2.12 # -14.47 # -36.02 # 68.85 # -30.54 # -22.67,5.78 # 68.85,37.32,37.32,-5.62 # -7.37 # -17.76 # -6.87 # -40.3 # -2.12 # -14.47 # -36.02 # -30.54 # -22.67,-18.37,-16.11,56.0,2,10,68.85,-40.3,2013-10-22
RCON,22,31.82,7.62,67.0,-11.6,0.5313896721398766,7.42 # -11.28 # 168.49 # -12.72 # 6.17 # -12.04 # -5.97 # -12.38 # 38.86 # 6.59 # -18.18 # -22.29 # -7.09 # -0.76 # -11.92 # -41.03 # -20.12 # -12.06 # -54.84 # -34.51 # 211.28 # 6.06,7.42 # 168.49 # 6.17 # 38.86 # 6.59 # 211.28 # 6.06,63.55,7.42,-11.28 # -12.72 # -12.04 # -5.97 # -12.38 # -18.18 # -22.29 # -7.09 # -0.76 # -11.92 # -41.03 # -20.12 # -12.06 # -54.84 # -34.51,-18.48,-12.38,65.5,7,15,211.28,-54.84,2009-08-03
KAVL,5,20.0,-17.7,35.0,-29.55,0.2648188450916803,48.86 # -24.06 # -49.12 # -34.66 # -29.55,48.86,48.86,48.86,-24.06 # -49.12 # -34.66 # -29.55,-34.34,-32.1,29.0,1,4,48.86,-49.12,2021-01-12
NCRA,9,11.11,-5.51,43.0,-9.58,0.5036491666371049,-3.94 # 50.0 # -13.39 # -2.56 # -21.1 # -19.64 # -9.58 # -21.88 # -7.52,50.0,50.0,50.0,-3.94 # -13.39 # -2.56 # -21.1 # -19.64 # -9.58 # -21.88 # -7.52,-12.45,-11.48,42.0,1,8,50.0,-21.88,2021-01-12
HCTI,2,0.0,-24.01,72.0,-24.01,0.5680271302559695,-33.68 # -14.35,,,,-33.68 # -14.35,-24.01,-24.01,72.5,0,2,-14.35,-33.68,2023-03-10
OSA,3,33.33,-29.37,281.0,-0.1,0.09716767620560425,2.49 # -0.1 # -90.51,2.49,2.49,2.49,-0.1 # -90.51,-45.3,-45.3,217.0,1,2,2.49,-90.51,2021-08-10
GIPR,6,16.67,-7.98,39.0,-8.84,0.6001560580681049,-14.1 # -6.18 # -11.5 # -14.01 # -3.75 # 1.67,1.67,1.67,1.67,-14.1 # -6.18 # -11.5 # -14.01 # -3.75,-9.91,-11.5,23.0,1,5,1.67,-14.1,2021-10-07
ABVC,20,10.0,-27.9,102.0,-25.3,1.0227759141922842e-07,-47.0 # 40.87 # -28.33 # -42.78 # -20.0 # 0.0 # 0.0 # -85.14 # -40.0 # -21.88 # -33.33 # -99.99 # -74.88 # -17.5 # -25.0 # -0.8 # 0.25 # -6.6 # -30.21 # -25.61,40.87 # 0.0 # 0.0 # 0.25,10.28,0.12,-47.0 # -28.33 # -42.78 # -20.0 # -85.14 # -40.0 # -21.88 # -33.33 # -99.99 # -74.88 # -17.5 # -25.0 # -0.8 # -6.6 # -30.21 # -25.61,-37.44,-29.27,52.5,2,18,40.87,-99.99,2006-11-10
GSUN,2,50.0,-4.48,50.0,-4.48,0.7943102053494301,29.89 # -38.85,29.89,29.89,29.89,-38.85,-38.85,-38.85,50.0,1,1,29.89,-38.85,2022-06-24
VRME,29,27.59,10.46,67.0,-29.29,0.0016005959877757106,25.0 # -33.33 # -25.0 # -40.0 # -76.0 # -46.67 # -46.67 # -90.0 # -33.33 # 53.06 # -50.0 # -6.25 # 750.0 # -5.88 # -29.29 # 82.35 # 10.53 # -29.29 # -32.0 # -17.77 # -37.98 # 73.33 # 9.09 # -44.58 # -43.41 # 30.97 # -0.23 # -11.73 # -31.63,25.0 # 53.06 # 750.0 # 82.35 # 10.53 # 73.33 # 9.09 # 30.97,129.29,42.02,-33.33 # -25.0 # -40.0 # -76.0 # -46.67 # -46.67 # -90.0 # -33.33 # -50.0 # -6.25 # -5.88 # -29.29 # -29.29 # -32.0 # -17.77 # -37.98 # -44.58 # -43.41 # -0.23 # -11.73 # -31.63,-34.81,-33.33,60.0,8,21,750.0,-90.0,2006-01-19
AIRI,26,30.77,-2.03,67.0,-3.83,0.0715361535883471,206.06 # -17.65 # -60.0 # 0.0 # -33.33 # -74.08 # -7.81 # 0.0 # -1.67 # 1.64 # 3.5 # -4.41 # -1.79 # 8.3 # 12.26 # -4.32 # -4.88 # -26.4 # -26.92 # -9.52 # -18.46 # -3.33 # 10.07 # -14.29 # 11.81 # 2.46,206.06 # 0.0 # 0.0 # 1.64 # 3.5 # 8.3 # 12.26 # 10.07 # 11.81 # 2.46,25.61,5.9,-17.65 # -60.0 # -33.33 # -74.08 # -7.81 # -1.67 # -4.41 # -1.79 # -4.32 # -4.88 # -26.4 # -26.92 # -9.52 # -18.46 # -3.33 # -14.29,-19.3,-11.9,55.0,8,18,206.06,-74.08,2006-01-19
NDRA,10,10.0,-6.55,45.0,-19.91,0.23173203269846912,-33.56 # -8.64 # -26.17 # -30.59 # -28.57 # -12.75 # -13.65 # 132.97 # -32.35 # -12.16,132.97,132.97,132.97,-33.56 # -8.64 # -26.17 # -30.59 # -28.57 # -12.75 # -13.65 # -32.35 # -12.16,-22.05,-26.17,40.5,1,9,132.97,-33.56,2017-12-08
IDAI,3,0.0,-30.06,18.0,-27.93,0.32229796810667954,-14.63 # -47.62 # -27.93,,,,-14.63 # -47.62 # -27.93,-30.06,-27.93,18.0,0,3,-14.63,-47.62,2021-05-04
SNMP,1,0.0,-71.37,21.0,-71.37,0.2863202502975302,-71.37,,,,-71.37,-71.37,-71.37,21.0,0,1,-71.37,-71.37,2023-08-02
EJH,3,0.0,-43.98,29.0,-24.74,0.0704664945889663,-18.73 # -24.74 # -88.48,,,,-18.73 # -24.74 # -88.48,-43.98,-24.74,25.0,0,3,-18.73,-88.48,2021-05-18
EIGR,15,13.33,-13.57,71.0,-15.59,0.08374309301891066,-15.59 # -23.28 # 46.78 # -8.38 # -8.76 # -38.33 # -22.35 # -14.29 # -12.16 # 1.9 # -26.25 # -10.81 # -18.74 # -30.57 # -22.71,46.78 # 1.9,24.34,24.34,-15.59 # -23.28 # -8.38 # -8.76 # -38.33 # -22.35 # -14.29 # -12.16 # -26.25 # -10.81 # -18.74 # -30.57 # -22.71,-19.4,-18.74,67.0,2,13,46.78,-38.33,2014-03-03
LFLY,6,33.33,-14.8,82.0,-1.81,0.31101103545351116,-3.59 # -0.03 # 1.11 # 0.5 # -38.08 # -48.71,1.11 # 0.5,0.81,0.81,-3.59 # -0.03 # -38.08 # -48.71,-22.6,-20.84,79.5,2,4,1.11,-48.71,2019-12-17
